idLugar	FLAG_alandalus	nisba	major_toponym	nombre	nombre_castellano	lat	lng	idLugarALT
LUG00240	1	الشنتريني		شنترين	Santarem	39.2366687	-8.6859944	
LUG00998	0	التارودانتي		تارودانت	Tarudante	30.466667	-8.866667	
LUG00084	1	الأشبوني		أشبونة/الأشبونة	Lisboa	38.716667	-9.166667	
LUG00993	0	الآسفوي		آسفى	Safi	32.283333	-9.233333	
LUG00588	0	الدكالي		دكالة	Dukala	32.283333	-9.233333	
LUG00426	1	الشنتري		شنترة (مدينة)	Sintra	38.8028687	-9.3816589	
LUG00504	0	السوسي		سوس المغرب	Sus	30.433333	-9.6	
LUG00638	0	السوسي		السوس	Sus	30.433333	-9.6	
LUG01176	1	الأنداري		أندارة	Ondara	38.825865	0.020552	
LUG00958	1	القطيني		قطين (قرية )	Catí /Prat de Catí	40.4713618	0.0227376	
LUG00441	1	البطروشي		بطروشة	* Pedreguer /  La Pedrera ?	38.840278	0.108611	
LUG00034	1	الداني		دانية	Denia	38.840278	0.108611	
LUG00489	1	البربشتري		بربشتر	Barbastro	42.0360435	0.1284404	
LUG00947	1	المنتشوني		منتشون (حصن)	Monzón	41.9157645	0.1928216	
LUG00921	0	التدلسي		تدلس	Ain Tedeles	35.994722	0.295556	
LUG00778	1	البنشكلي		بنشكلة (ثغر)	Peñíscola	40.349324	0.36117	
LUG00207	1	الطرطوشي		طرطوشة	Tortosa	40.811487	0.521685	
LUG00318	1	اللاردي		لاردة	Lérida	41.6175899	0.6200146	
LUG00981	1	البلغوي		بلغي	Balaguer	41.7919281	0.8060409	
LUG00805	1	الشقوري		شقورة [لاردة]	La Puebla de Segur?	42.247367	0.967273	
LUG00147	0	التنيسي		تنيس / تنس	Ténès	36.512222	1.304444	
LUG00295	0	التاهرتي		تاهرت	Tiaret	35.366667	1.316667	
LUG00162	0	التيهرتي		تيهرت	Tiaret	35.366667	1.316667	
LUG00223	1	اليابسي		يابسة	Ibiza	38.908951	1.428115	
LUG01412	0	الرقادي		رقادة	Raqada	35.596243	10.0569	
LUG01463	0	NA		باب سلم (القيروان)	Bāb Salam	35.666667	10.063333	
LUG00422	0	البنفزوي		بنفزوة	Banafzuwa	35.6	10.083333	
LUG01253	0	الزيادي		الزيادية	Ziyadiyya	35.62	10.083333	
LUG00030	0	القيرواني		القيروان	Qayrawan	35.666667	10.083333	
LUG01490	0	القابسي		قابس	Gabes	33.883333	10.116667	
LUG00608	0	المحمدي		المحمدية	Muhammadiyya	36.683333	10.15	
LUG00047	0	التونسي		تونس	Túnez	36.8	10.183333	
LUG00607	0	المرسى		مرسى تونس	El Marsa	36.876389	10.325278	
LUG00050	0	السوسي		سوسة	Susa	35.833333	10.633333	
LUG01510	0	NA		قصر الطوب	Qaṣr al-Ṭūb	35.7998	10.6666	
LUG00387	0	السفاقسي		سفاقس	Sfax	34.733333	10.766667	
LUG00843	0	الناصريي		الناصرية	Nāṣiriyya	34.733333	10.766667	
LUG00190	0	المهدوي		المهدية	Mahdiyya	35.5	11.066667	
LUG00198	0	الفوصري		فوصرة	Pantelaria	36.833333	11.95	
LUG00729	0	الزواري		زوارة	Zuwara	32.933333	12.083333	
LUG01497	0	البلمي		بلمة	Bilma	18.686667	12.919167	
LUG00111	0	الكانمي		كانم	Kanem	18.686667	12.919167	
LUG00032	0	الأطرابلسي		اطرابلس	Trípoli	32.902222	13.185833	
LUG00372	0	الصقلي		صقلية	Sicilia	38.116667	13.366667	
LUG00769	0	الصقليي		المدينة (صقلية)	Palermo	38.116667	13.366667	
LUG00371	0	السرقوسي		سرقوسة / سرقوصة	Siracusa	37.083333	15.283333	
LUG00522	0	السرتي		سرت	Sirte	31.205314	16.588936	
LUG01118	1	البرشلوني		برشلونة	Barcelona	41.3850639	2.1734035	
LUG01384	0	الملياني		مليانة	Miliana	36.3	2.233333	
LUG01437	1	الميورقي		ميورقة (حاضرة)	Mallorca (capital)	39.566667	2.649722	
LUG00028	1	الميورقي		ميورقة / ميرقة (جزيرة)	Mallorca (isla)	39.566667	2.649722	
LUG00033	0	البرقي		برقة	Barqa	32.4866667	20.8338889	
LUG00913	0	الاقريطشي		اقريطش	Creta	35.333333	25.133333	
LUG01280	0	البرصاوي		برسا / برصا	Bursa	40.183333	29.05	
LUG00036	0	الالإسكندري		الإسكندرية	Alejandría	31.2	29.916667	
LUG00908	1	البلانسي		بلانسة	Pollensa	39.8771939	3.0162026	
LUG00263	0	NA		جزائر بني مزغنا	Argel	36.766667	3.216667	
LUG00148	0	الجزائري		الجزائر	Argel	36.766667	3.216667	
LUG01362	0	التامدفوسي		تامتفوس / تامدفوس	Matifou	36.8107649	3.2357376	
LUG01555	0	NA		منية بني خصيب	al-Minya	28.1194	30.74444	
LUG01527	0	الدهروطي		دهروط	Dahrut	28.605	30.8033	
LUG00283	0	الفيومي		الفيوم	El Fayyum	29.308374	30.844105	
LUG01544	0	الأسيوطي		أسيوط	Asiut	27.183333	31.166667	
LUG01530	0	القليوبي		قليوب	Qalyūb	30.199722	31.205278	
LUG00179	0	الفسطاطي		الفسطاط	Al-Fustat	30	31.233333	
LUG01552	0	NA		منازل العز	Manāzil al-ʿIzz	30.05	31.233333	
LUG00115	0	القاهري		القاهرة	El Cairo	30.05	31.233333	
LUG00057	0	المصري		مصر	El Cairo	30.05	31.233333	
LUG01531	0	القرافي		القرافة	al-Qarāfa	30.046667	31.276389000000002	
LUG00311	0	NA		حوف مصر	Hof	29.866667	31.316667	
LUG01467	0	الحلواني		حلوان	Helwan	29.85	31.333333	
LUG01529	0	الأقشهري		أقشهر	Akshehir	38.35	31.416667	
LUG01186	0	البلبيسي		بلبيس	Bilbeis	30.421667	31.559167	
LUG01407	0	الأخميمي		أخميم	Ajmim	26.566667	31.75	
LUG00867	0	الدمياطي		دمياط	Damieta	31.416667	31.816667	
LUG01071	0	القلزمي		القلزم	Al-Qulzum	29.966667	32.55	
LUG01070	0	الفرماوي		الفرما	Tell al-Farama	31.05	32.6	
LUG00308	0	القناوي		قنا	Qena	26.155061	32.7160121	
LUG00277	0	القوصي		قوص	Qus	25.933333	32.766667	
LUG01168	0	الزعقي		تل الزعقة	Tall al-Zaʿqa	31.132072	33.803376	
LUG00931	0	الغزي		غزة	Gaza	31.516667	34.45	
LUG00392	0	العسقلاني		عسقلان	Ascalón	31.666667	34.566667	
LUG01068	0	الرملي		الرملة	Ramla	31.933333	34.866667	
LUG01473	0	الطرسوسي		طرسوس	Tarso	36.916667	34.895556	
LUG01067	0	القيساري		قيسارية	Cesarea	32.502244	34.908425	
LUG00336	0	الأيلي		أيلة	Ayla	29.530833	34.999722	
LUG01069	0	الصوري		صور	Tiro	33.266667	35.2	
LUG00880	0	NA		المسجد الأقصى	Mezquita al-Aqsà	31.783333	35.216667	
LUG01001	0	الإيليائي		إيلياء	Jerusalén	31.783333	35.216667	
LUG01049	0	القدسي		القدس	Jerusalén	31.783333	35.216667	
LUG00287	0	المقدسي		بيت المقدس	Jerusalén	31.783333	35.216667	
LUG00382	0	الصخري		الصخرة	Cúpula de la Roca	31.778	35.2354	
LUG01472	0	الأذني		أذنة	Adana	37	35.32	
LUG01066	0	الصيداوي		صيدا	Sidón	33.563056	35.368333	
LUG01042	0	البيساني		بيسان	Bīsān	32.5	35.5	
LUG01065	0	البيروتي		بيروت	Beirut	33.886944	35.513056	
LUG00884	0	الطبراني		طبرية	Tiberiades	32.789722	35.524722	
LUG01420	0	المديني		مدين	Madyan	27.6667	35.5833	
LUG00996	0	المصيصي		المصيصة	Misis	36.957857	35.623901	
LUG01499	0	التيناتي		التينات	al-Tīnāt	36.96	35.63	
LUG01121	0	المشغراوي		مشغرا	Mashgara	33.528056	35.651667	
LUG00984	0	الضبائي		ضباء	Duba	27.34925	35.696167	
LUG01431	0	الكركي		الكرك	Karak	31.183333	35.7	
LUG01064	0	الأطرابلسي		اطرابلس (الشام)	Trípoli (Líbano)	34.433333	35.85	
LUG00841	0	العماني		عمان	Ammán	31.95	35.933333	
LUG00657	0	الحوراني		حوران	Hauran	32.616667	36.1	
LUG00886	0	الأنطاكي		أنطاكية	Antioquía	36.2	36.15	
LUG01513	0	البعلبكي		بعلبك	Baalbek	34.006944	36.203889	
LUG01191	0	الربوي		الربوة	Rubwa	33.51	36.25	
LUG01057	0	NA		رباط الملك الناصر بسفح قاسيون	Ribat del rey al-Nāṣir en Ğabal Qāsiyūn	33.545833	36.286389	
LUG00153	0	القاسيوني		‎قاسيون	Ğabal Qāsiyūn	33.545833	36.286389	
LUG01481	0	NA		مقابر الصحابة (دمشق)	Tumbas de los Ṣaḥāba. Damasco	33.513056	36.291944	
LUG00082	0	الدمشقي		دمشق	Damasco	33.513056	36.291944	
LUG00014	0	العيذابي		عيذاب	ʿAydhab	22.330833	36.490278000000004	
LUG01340	0	السويدائي		السويداء	Sueida	32.7	36.566667	
LUG00793	0	الحمصي		حمص	Émesa	34.730833	36.709444	
LUG00380	0	الحماوي		حماة	Hama	35.133333	36.75	
LUG00479	0	NA		بداء يعقوب	Badāʾ Yaʿqūb	26.85	36.9	
LUG01512	0	القنسريني		قنسرين	Qinnasrin	35.998611	36.998056	
LUG01468	0	السلمي		سلمية الشام	Salamiyya de Siria	35.0118	37.0525	
LUG00083	0	الحلبي		حلب	Alepo	36.216667	37.166667	
LUG00335	0	NA		وادي القرى	Wādī l-qurà	26.616667	37.916667	
LUG01551	0	العلاوي		العلا	al-Ula	26.616667	37.916667	
LUG01261	0	الملطي		‎ملطية	Malatya	38.35	38.3	
LUG01389	0	السروجي		سروج	Suruç	36.976389	38.426944	
LUG01433	0	الرقي		الرقة	Raqqa	35.95	39.016667	
LUG00459	0	الحراني		حران	Ḥarrān	36.8775	39.033889	
LUG00248	0	الجدي		جدة	Yedda	21.543333	39.172778	
LUG01449	0	المرظهراني		مر الظهران	Marr al-Ẓahrān	21.32	39.2994	
LUG00174	0	المدني		المدينة	Medina	24.466667	39.6	
LUG00037	0	المكي		مكة	La Meca	21.416667	39.816667	
LUG01450	0	المنوي		منى	Minà	21.413333	39.893333	
LUG00339	1	المنورقي		منورقة / منرقة (جزيرة)	Menorca	39.9496287	4.1104449	
LUG00992	0	المليكشي		مليكش	Beni Mellikeche	36.433333	4.4	
LUG00338	0	المسيلي		مسيلة / المسيلة	Msila	35.701944	4.546944	
LUG00238	0	NA		قلعة بني حماد / قلعة حماد	Qalʿat Banī Ḥammād	35.81844	4.78684	
LUG01325	0	NA		بني حماد (بلاد)	País de los Banū Ḥammād	35.81844	4.78684	
LUG01502	0	الآمدي		آمد	Amida	37.91	40.24	
LUG00347	0	الدنيسري		دنيسر	Dunaysir	37.193889	40.586111	
LUG00788	0	الميافارقيني		ميافارقين	Silvan (Mayyāfāriqīn)	38.142222	41.001389	
LUG01432	0	النصيبيني		نصيبين	Nusaybin	37.078611	41.218056	
LUG01400	0	القاليقلاوي		قاليقلا	Qālīqalā / Erzurum	39.908611	41.276944	
LUG00940	0	الأرزني		أرزن	Arzan	38	41.7	
LUG01505	0	التلعفري		تلعفر	Tal Afar	36.379167	42.449722	
LUG00376	0	المنازجردي		مناز جرد	Malazgirt	39.147778	42.544167	
LUG01474	0	الهيتي		هيت	Hit	33.633333	42.816667	
LUG00055	0	الموصلي		الموصل	Mosul	36.34	43.13	
LUG01404	0	NA		الجزيرة (المشرق)	al-Ğazīra	36.38	43.13	
LUG01062	0	الزبيدي		زبيد	Zabid	14.2	43.316667	
LUG00054	0	العراقي		العراق	Iraq	33.223191	43.679291	
LUG00124	0	التكريتي		تكريت	Tikrit	34.61	43.68	
LUG00604	0	المتوكلي		المتوكلية	Mutawakkiliyya	34.198333	43.874167	
LUG01048	0	الإربلي		إربل	Irbil	36.1911111	44.0091667	
LUG01554	0	الأربيلي		أربيل‎‎	Erbil	36.191111	44.009167	
LUG01553	0	الثعباتي		ثعبات	T̲aʿbāt	13.55567	44.022026	
LUG01061	0	الصنعاني		صنعاء	Sanaa	15.35	44.2	
LUG01306	0	العلقاني		علقان	ʿAlqān	15.35	44.2	
LUG00117	0	اليماني		اليمن	Yemen	15.35	44.2	
LUG01484	0	العكبري		عكبر	Ukbara	33.85	44.233333	
LUG00216	0	الكوفي		الكوفة	Kufa	32.033333	44.4	
LUG00029	0	البغدادي		بغداد	Bagdad	33.333333	44.433333	
LUG01486	0	القادسي		القادسية	Qādisiyya	31.58	44.49	
LUG01304	0	المدايني		المداين	al-Madāʾin	33.093611	44.580556	
LUG00924	0	السلماسي		سلماس	Salmás	38.197222	44.765278	
LUG01063	0	العدني		عدن	Adén	12.8	45.0333333	
LUG00455	0	الواسطي		واسط	Wasit	32.338611	45.933611	
LUG00397	0	المراغي		المراغة	Maragheh	37.389167	46.2375	
LUG00766	0	الجنزي		جنزة	Ganja	40.682778	46.360556	
LUG00088	0	الدينوري		الدينور	Dinavar	34.5833333	47.4333333	
LUG00396	0	الأذربيجاني		أذربيجان	Azerbaiyán	40.143105	47.576927	
LUG00144	0	البصري		البصرة	Basora	30.5	47.816667	
LUG00208	0	السنجاري		سنجار	Sanğār	32.385833	48.354444	
LUG01119	0	الهمذاني		همذان	Hamadán	34.8	48.5166667	
LUG00317	0	الالأهوازي		الأهواز	Ahvaz	31.320278	48.669167	
LUG01438	0	التستري		تستر	Shushtar	32.045556	48.856667	
LUG01029	0	البروجردي		بروجرد	Borujerd	33.897222	48.901667	
LUG01498	0	الأبهري		أبهر	Abhar	36.146667	49.218056	
LUG01194	0	الحمزي		حمزة	Tala Hamza	36.705278	5.0375	
LUG00012	0	البجايي		بجاية	Bugía	36.75	5.0666667	
LUG00221	0	الطبني		طبنة	Tobna	35.397222	5.365833	
LUG01378	0	البسكري		بسكرة	Biskra	34.85	5.7333333	
LUG01503	0	الأرجاني		أرجان	Arrağān	30.595833	50.241667	
LUG01028	0	الكرجي		الكرج	Karaj	35.835556	51.010278	
LUG01443	0	الرازي		الري	Rayy	35.583333	51.433333	
LUG01161	0	الإصبهاني		إصبهان	Ispahán	32.633333	51.65	
LUG01303	0	السيرافي		سيراف	Siraf	27.666667	52.3425	
LUG01425	0	الشيرازي		شيراز	Shiraz	29.6	52.516667	
LUG00316	0	الفارسي		فارس	Persia	32.427908	53.688046	
LUG01526	0	الجرجاني		جرجان	Gorgán	36.838611	54.434722	
LUG01335	0	الأستراباذي		أستراباذ	Astarabad	36.84	54.44	
LUG01525	0	البسطامي		بسطام	Bastam	36.485278	54.999722	
LUG00564	1	الالزاهري		الزاهرة	al-Zāhira	22.5590272	56.0249982	
LUG00331	0	الكرماني		كرمان	Kermán	30.283333	57.083333	
LUG01442	0	النرماشيري		نرماشير	Narmashir	28.951111	58.695278	
LUG00391	0	النيسابوري		نيسابور	Nishapur	36.213333	58.795833	
LUG00840	0	الطوسي		طوس	Tus	36.454167	59.566944	
LUG00101	0	الكرتمي		كرتم	Kartam	36.3	59.6	
LUG00622	0	الميلي		ميلة	Mila	36.450278	6.264444	
LUG00301	0	القسطنطيني		قسطنطينة / قسنطينة	Constantina	36.365	6.614722	
LUG00390	0	السرخسي		سرخس	Sarakhs	36.545	61.157778	
LUG01032	0	السجستاني		سجستان	Sistan	30.96	61.86	
LUG00912	0	الشابشي		شابش	* Šābasa ?	37.662778	62.1925	
LUG00229	0	المروزي		مرو	Merv / Mary	37.662778	62.1925	
LUG00228	0	الهراوي		هراة	Herat	34.341944	62.203056	
LUG00333	0	البخاري		بخارى	Bujara	39.766667	64.433333	
LUG01545	0	النسفي		نسف	Qarshi	38.866667	65.8	
LUG00171	0	البلخي		بلخ	Balkh	36.75	66.9	
LUG00172	0	السمرقندي		سمرقند	Samarcanda	39.654167	66.959722	
LUG01546	0	الشاشي		الشاش	Taskent	41.308247	69.259769	
LUG01548	0	الأسبيجابي		أسبيجاب	Sayram	42.3	69.766667	
LUG01492	0	الباغاوي		باغا / باغاية	Baghaï	35.521944	7.114444	
LUG00827	0	البوني		بونة	Bona	36.9	7.766667	
LUG00626	0	النفطي		نفطة	Nefta	33.883333	7.883333	
LUG00670	0	الهندي		هند	India	20.593684	78.96288	
LUG01477	0	القسطيلي		قسطيلة	* Qasṭīla	33.916667	8.133333	
LUG00421	0	التوزري		توزر	Tozeur	33.92	8.14	
LUG00606	0	التقيوسي		تقيوس	Taqyūs	33.983333	8.216667	
LUG01126	0	القفصي		قفصة	Gafsa	34.416667	8.783333	
LUG00058	0	الأربسي		الأربس	Lorbeus	36.098611	8.921389	
LUG00826	0	الباجي		باجة (إفريقية)	Beja (Ifrīqiya)	36.733333	9.183333	
LUG00108	1	NA		المانة/ الماشة (حصن) [عمل شاطبة]	* al-Māša	NA	NA	
LUG01455	1	NA		بني طاهر (قرية)	* Banū Ṭāhir	NA	NA	
LUG01104	1	NA		القلعة	*al-Qalʿa	NA	NA	
LUG01309	1	NA		فج صالح	*Fağğ Ṣāliḥ	NA	NA	
LUG00167	1	NA		غليار_قرية [من عمل قرطبة]	*Galyār	NA	NA	
LUG00324	1	NA		حارة البحر_قرية [من وادي طرش]	*Ḥārat al-Baḥr	NA	NA	
LUG00483	1	NA		صخرة حيوة	*Ṣaḫrat Ḥaywa	NA	NA	
LUG01050	0	NA		الجبل	al-Ğabal	NA	NA	
LUG01024	0	NA		بلاد الجزيرة	al-Ğazīra	NA	NA	
LUG01008	0	NA		الحسينية [خارج القاهرة]	al-Ḥusayniyya	NA	NA	
LUG00619	0	NA		قصر كتامة	Alcazarquivir	NA	NA	
LUG01014	1	NA		منية ابن خصيب	Almunia de Ibn Ḫaṣīb	NA	NA	
LUG00970	1	NA		منية عجب	Almunia de ʿAğab	NA	NA	
LUG01354	0	NA		برجلة قيش	Bārğalat Qays	NA	NA	
LUG01507	1	NA		مقبرة الربض العتيقة	Cementerio antiguo del Arrabal	NA	NA	
LUG01390	1	NA		مقبرة الأحرش (المرية)	Cementerio de al-Aḥraš	NA	NA	
LUG01524	1	NA		مقبرة الغلقة	Cementerio de al-Galqa	NA	NA	
LUG01435	1	NA		مقبرة الحوض (المرية)	Cementerio de al-Ḥawḍ	NA	NA	
LUG00692	1	NA		مقبرة المصلى	Cementerio de al-Muṣallà	NA	NA	
LUG01430	1	NA		مقبرة العباس	Cementerio de al-ʿAbbās	NA	NA	
LUG01519	1	NA		مقبرة باب الحنش	Cementerio de Bāb al-Ḥanaš	NA	NA	
LUG01454	1	NA		مقبرة باب بجانة (المرية)	Cementerio de Bāb Bağğāna	NA	NA	
LUG01418	1	NA		مقبرة باب بيطالة (بلنسية)	Cementerio de Bāb Boatella	NA	NA	
LUG01422	1	NA		مقبرة باب عامر	Cementerio de Bāb ʿĀmir	NA	NA	
LUG01470	1	NA		مقبرة فرانك	Cementerio de Furānik	NA	NA	
LUG01501	1	NA		جبانة جبل فاره	Cementerio de Gibralfaro	NA	NA	
LUG01414	1	NA		مقبرة ابن عباس	Cementerio de Ibn ʿAbbās	NA	NA	
LUG00137	1	NA		مقبرة النخيل	Cementerio de la Palmera	NA	NA	
LUG01089	1	NA		مقبرة المرضى (بطليوس)	Cementerio de los leprosos	NA	NA	
LUG01434	1	NA		مقبرة الصلحاء	Cementerio de los piadosos	NA	NA	
LUG01426	1	NA		مقبرة مشكة	Cementerio de Muška	NA	NA	
LUG00533	1	NA		مقبرة مؤمرة	Cementerio de Muʾammara	NA	NA	
LUG01446	1	NA		مقبرة نجم	Cementerio de Nağm	NA	NA	
LUG01424	1	NA		مقبرة قريش	Cementerio de Qurayš	NA	NA	
LUG00534	1	NA		مقبرة الرصافة	Cementerio de Ruṣāfa	NA	NA	
LUG01417	1	NA		مقبرة أم سلمة	Cementerio de Umm Salama	NA	NA	
LUG01535	1	NA		جبانة ربض البيازين	Cementerio del Albaicín	NA	NA	
LUG01415	1	NA		مقبرة الربض	Cementerio del Arrabal	NA	NA	
LUG01465	1	NA		مقبرة بلاط مغيث	Cementerio del palacio de Mugīṯ	NA	NA	
LUG00271	0	NA		الديار المصرية	Egipto	NA	NA	
LUG01516	1	NA		فحص رعين	Faḥṣ Ruʿayn	NA	NA	
LUG00432	1	NA		ثغور الأندلس	Fronteras de al-Andalus	NA	NA	
LUG00424	1	NA		الثغور الشرقية	Fronteras orientales	NA	NA	
LUG00872	1	NA		جبل فاروق (رابطة)	Gibralfaro (rábita)	NA	NA	
LUG00812	0	NA		جزيرة من جزائر الروم	Isla en territorio cristiano	NA	NA	
LUG00177	1	NA		الثغر الشرقي	La Marca Oriental	NA	NA	
LUG00362	1	NA		الثغر الأعلى	La Marca Superior	NA	NA	
LUG01030	0	NA		العراقين	Los dos Iraqs	NA	NA	
LUG00615	0	NA		مغار رقيم / مغار زقتم / مفاز رقيم	Magār Ruqaym	NA	NA	
LUG00517	0	NA		بلاد المغرب	Magreb	NA	NA	
LUG00977	0	NA		غرب العدوة	Magreb	NA	NA	
LUG00610	0	NA		المغرب الاقصى	Magreb ulterior	NA	NA	
LUG01517	1	NA		الثغر الأقصى	Marca citerior	NA	NA	
LUG00965	1	NA		الثغر الجوفي	Marca Interior	NA	NA	
LUG01107	1	NA		قلعة ورد	Montemayor/Mawror?	NA	NA	
LUG01536	0	NA		---	NA	NA	NA	
LUG01079	1	NA		الغرب الأقصى	Occidente de al-Andalus	NA	NA	
LUG00774	1	NA		غرب الأندلس الأقصى	Occidente extremo de al-Andalus	NA	NA	
LUG00776	0	NA		البلاد المشرقية	Países de oriente	NA	NA	
LUG01017	0	NA		بلاد فارس	Persia	NA	NA	
LUG01508	0	NA		قنطرة سنان	Puente de Sinān	NA	NA	
LUG00227	1	NA		بني بلال (قرية)	Qaryat Banī Bilāl	NA	NA	
LUG00132	1	NA		بني عقبة (قرية)	Qaryat Banī ʿUqba	NA	NA	
LUG01485	0	NA		قصر ابن هبيرة	Qaṣr Ibn Hubayra	NA	NA	
LUG01500	1	NA		رابطة عمرش	Rābiṭat ʿAmruš	NA	NA	
LUG01482	0	NA		رباط الخليفة (مكة)	Ribat del Califa (La Meca)	NA	NA	
LUG00903	0	NA		بلاد الريف	Rif	NA	NA	
LUG00361	0	NA		وادي أم الربيع	Río Oum Errabiaa	NA	NA	
LUG01401	1	NA		رصافة قرطبة	Ruzafa de Córdoba	NA	NA	
LUG01336	0	NA		صحراء المغرب	Sahara	NA	NA	
LUG00326	1	NA		شنت برية / سنتمرية [من شرق الأندلس]	Santaver	NA	NA	
LUG00463	1	الابطليشي		ابطليش / أبطليس_قرية	*Abṭalīš	NA	NA	
LUG00616	0	الافرنجي		افرنجة	Ifranğa	NA	NA	
LUG01358	1	الالقيطني		القيطنة	*al-Qayṭina	NA	NA	
LUG00710	1	الانجري		انجر (قرية)	* Anğar	NA	NA	
LUG01134	1	الأجني		أجن	* Ağan	NA	NA	
LUG00989	1	الأرجالشي		أرجالش	*Arğāluš	NA	NA	
LUG00480	1	الأرحاوي		الأرحا (قرية)	* al-Arḥāʾ (Los Molinos)	NA	NA	
LUG01514	1	الأشكروسي		أشكروس	Asquerosa (Valderrubio)	NA	NA	
LUG01537	0	الأقلامي		الأقلام	al-Aqlām	NA	NA	
LUG00451	1	الأقوي		أقوية_قرية	* Uqwiya	NA	NA	
LUG00236	1	الأكشونبي		أكشونبة	Ocsónoba	NA	NA	
LUG01271	1	الأمروشي		أمروشة	* Amrūša	NA	NA	
LUG00664	1	الأنتلياني		أنتليانة	Antulyāna	NA	NA	
LUG00297	1	الأندرشي		أندرش	Andarax	NA	NA	
LUG00003	1	الأندلسي		الأندلس	al-Andalus	NA	NA	
LUG00138	1	الأندلسي		غرب الأندلس	Algarve	NA	NA	
LUG00135	1	الأندلسي		شرق الأندلس	Levante de al-Andalus	NA	NA	
LUG00225	1	الأنسري		أنسر (قرية)	* Ansar	NA	NA	
LUG00072	0	الإفريقي		إفريقية / بلاد إفريقية	Ifrīqiya	NA	NA	
LUG01504	0	الإقليبي		إقليبية	Kelibia	NA	NA	
LUG00209	1	الباذوي		باذو_قرية [من كورة جيان]	*Bāḏū	NA	NA	
LUG00273	1	البتي		بتة (قرية)	* Batta	NA	NA	
LUG00755	1	البجانسي		‎بجانس	Bağānis	NA	NA	
LUG01549	1	البحريني		البحرين	Baréin	NA	NA	
LUG00637	1	البراجلي		البراجلة	al-Barāğila	NA	NA	
LUG01272	1	البرززي		برزز (قرية)	* Barzaz	NA	NA	
LUG00813	1	البزلياني		بزليانة	Ventas de Bezmiliana	NA	NA	
LUG00673	1	البسقاوي		بسقاية	Vizcaya	NA	NA	
LUG00819	1	البشيجي		بشيجة / بشجة / بججة	* Bašīğa	NA	NA	
LUG00579	1	البصلي		البصل (إقليم)	al-Baṣal (iqlīm)	NA	NA	
LUG00792	1	البقيري		بقيرة (قرية)	Poqueyra	NA	NA	
LUG01511	1	البقيري		بقيرة	Viguera	NA	NA	
LUG01334	1	البلبياني		بلبيانة	* Bilbiyāna	NA	NA	
LUG00076	1	البلوي		بلي	Poley	NA	NA	
LUG01421	1	البلي		بلة ألبه	Villalba	NA	NA	
LUG00232	1	البورتي		البورت (وقيعة )	El Puerto o Congost de Martorell (batalla)	NA	NA	
LUG00739	1	البونتي		بونت (حصن)	* Būnt (Ḥiṣn)	NA	NA	
LUG00100	1	البونسي		بونس (قرية)	*Būnas	NA	NA	
LUG01249	1	البيري		بيرة	Vera	NA	NA	
LUG00901	1	البيغي		بيغة	Priego	NA	NA	
LUG01200	0	البينونسي		بينونس (قرية)	Benyunes	NA	NA	
LUG00976	0	التاغسىي		جبال تاغسى	Montañas de Tāgsà	NA	NA	
LUG00187	1	التاكرناوي		تاكرنا	Tākurunnā	NA	NA	
LUG00968	1	التجني		تُجُنْية	Tajuña	NA	NA	
LUG00493	1	الترجيلي		ترجيلة	Torrecilla?	NA	NA	
LUG00546	1	التويزاتي		التويزات_قرية	* al-Tuwayzāt	NA	NA	
LUG00102	1	الثغري		الثغر	La Marca	NA	NA	
LUG01233	1	الجالطي		جالطة	* Ğālaṭa	NA	NA	
LUG00611	0	الجبوبي		الجبوب [بغرب العدوة]	al-Ğubūb	NA	NA	
LUG00452	1	الجراوي		جراوة	Ğarāwa	NA	NA	
LUG00779	1	الجربيري		جربيرة	Cervera	NA	NA	
LUG01355	1	الجليقيي		جليقية	Ğillīqiya	NA	NA	
LUG01558	0	الحاحي		حاحة	Ḥāḥa	NA	NA	
LUG00081	0	الحجازي		‎الحجاز	al-Ḥiğāz	NA	NA	
LUG01036	1	الحجيري		الحجيرة	al-Ḥuğayra	NA	NA	
LUG01175	1	الحرلي		الحرلة (قرية)	al-Ḥaralla	NA	NA	
LUG00986	0	الحضروي		الحضرة	NA	NA	NA	
LUG00781	1	الحمراوي		الحمرة/الحمراء [قرية بشاطبة]	* al-Ḥamrāʾ	NA	NA	
LUG00170	0	الخراساني		خراسان	Jurasán	NA	NA	
LUG00543	1	الدامشي		دامش (قرية)	* Dāmaš	NA	NA	
LUG00516	1	الرباحي		رباح_قرية [بنظر شنتمرية الغرب]	*Rabāḥ	NA	NA	
LUG00253	1	الربضي		الربض الشرقي (قرطبة)	Arrabal oriental (Córdoba)	NA	NA	
LUG01416	1	الربضي		الربض	El Arrabal (Córdoba)	NA	NA	
LUG00369	1	الربلسي		ربلس_قرية [من إقليم همذان من كورة إلبيرة]	*Rabalis	NA	NA	
LUG00477	1	الركاني		ركانة	Requena	NA	NA	
LUG01310	1	الرندي		رندة (حفرة)	Ronda (Tajo)	NA	NA	
LUG01211	0	الرومي		بلاد الروم	País de los cristianos	NA	NA	
LUG00075	1	الري		رية	Rayya	NA	NA	
LUG01557	1	الزلاجي		الزلاج (تونس)	NA	NA	NA	
LUG00298	1	الزنقاتي		زنقات مرسية	*al-Zanaqāt	NA	NA	
LUG00645	1	السرحاني		مقبرة سرحان	Cementerio de Sirḥān	NA	NA	
LUG01127	0	السرداني		سردانية	Cerdeña	NA	NA	
